Gene_name	CDS_length
Cflo_10386--XP_394148.3_APIME	1004
Cflo_09703--XP_397152.2_APIME	567
Cflo_09702--XP_397152.2_APIME	196
Cflo_09698--XP_001606482.1_NASVI	553
Cflo_09696--XP_001120798.1_APIME	453
Cflo_09695--XP_392658.2_APIME	488
Cflo_09693--XP_624210.1_APIME	2301
Cflo_09686--XP_623710.1_APIME	2013
Cflo_09687--XP_001121860.1_APIME	3809
Cflo_09688--XP_001607553.1_NASVI	361
Cflo_09689--XP_624284.1_APIME	211
Cflo_09691--XP_393892.3_APIME	1121
Cflo_09692--XP_001122511.1_APIME	2981
Cflo_09694--XP_001121842.1_APIME	1460
Cflo_09697--XP_001121979.1_APIME	451
Cflo_09699--XP_001601888.1_NASVI	106
Cflo_09700--XP_001122141.1_APIME	891
Cflo_11778--XP_001120977.1_APIME	1437
Cflo_11777--XP_624315.2_APIME	984
Cflo_11775--XP_394678.2_APIME	1525
Cflo_11773--XP_394676.2_APIME	962
Cflo_11771--XP_392872.2_APIME	1903
Cflo_11770--XP_624497.2_APIME	1512
Cflo_11766--XP_624607.1_APIME	517
Cflo_11764--XP_392670.2_APIME	2486
Cflo_11765--XP_001122617.1_APIME	748
Cflo_11767--XP_001601662.1_NASVI	539
Cflo_11768--XP_396251.2_APIME	531
Cflo_11769--XP_395707.3_APIME	1434
Cflo_11772--XP_392818.2_APIME	1341
Cflo_11774--XP_001601077.1_NASVI	616
Cflo_11776--XP_624292.1_APIME	2191
Cflo_12033--XP_395047.3_APIME	1243
Cflo_12032--XP_392692.2_APIME	1045
Cflo_12030--FBpp0083372_DROME	908
Cflo_12029--XP_623578.2_APIME	5984
Cflo_12027--XP_391883.3_APIME	1289
Cflo_12022--XP_001122763.1_APIME	1091
Cflo_12021--XP_001122751.1_APIME	499
Cflo_12020--XP_624143.2_APIME	3358
Cflo_12023--XP_395770.1_APIME	855
Cflo_12024--XP_001120890.1_APIME	274
Cflo_12025--XP_393767.3_APIME	1429
Cflo_12028--XP_001120056.1_APIME	306
Cflo_12031--XP_624492.1_APIME	1137
Cflo_08316--XP_001121820.1_APIME	2778
Cflo_08314--NP_001011577.1_APIME	1720
Cflo_08312--XP_394987.3_APIME	311
Cflo_08310--XP_001121919.1_APIME	2749
Cflo_08309--NA	298
Cflo_08303--BGIBMGA005310-PA_BOMMO	1042
Cflo_08302--XP_395234.3_APIME	4799
Cflo_08305--XP_392324.3_APIME	2618
Cflo_08306--XP_392324.3_APIME	372
Cflo_08311--XP_001121894.1_APIME	489
Cflo_08313--XP_625265.1_APIME	348
Cflo_08315--NA	1312
Cflo_08317--XP_393441.2_APIME	421
Cflo_05943--XP_397461.2_APIME	511
Cflo_05942--XP_397461.2_APIME	479
Cflo_05932--XP_396853.2_APIME	1793
Cflo_05931--XP_001121278.1_APIME	1838
Cflo_05929--XP_001122155.1_APIME	1224
Cflo_05927--XP_001121304.1_APIME	1247
Cflo_05926--NA	706
Cflo_05928--XP_392102.2_APIME	977
Cflo_05930--XP_001121312.1_APIME	1531
Cflo_05935--NA	366
Cflo_05941--XP_394132.3_APIME	806
Cflo_09917--XP_001600324.1_NASVI	659
Cflo_09916--XP_001121259.1_APIME	2592
Cflo_09914--XP_001122041.1_APIME	805
Cflo_09911--XP_001120455.1_APIME	1598
Cflo_09909--XP_001603847.1_NASVI	951
Cflo_09908--XP_001602560.1_NASVI	367
Cflo_09904--XP_625163.1_APIME	730
Cflo_09910--XP_394969.3_APIME	4757
Cflo_09912--XP_392960.3_APIME	2757
Cflo_09913--XP_395141.3_APIME	2348
Cflo_09915--XP_396000.3_APIME	1172
Cflo_11454--XP_396081.2_APIME	703
Cflo_11452--XP_394165.3_APIME	2870
Cflo_11449--XP_001121904.1_APIME	9830
Cflo_11445--XP_393083.3_APIME	3959
Cflo_11444--XP_001122067.1_APIME	2484
Cflo_11443--XP_001600590.1_NASVI	181
Cflo_11446--XP_394814.1_APIME	715
Cflo_11447--XP_625147.1_APIME	2307
Cflo_11448--XP_001120794.1_APIME	12545
Cflo_11450--XP_624475.1_APIME	1510
Cflo_11451--XP_624523.2_APIME	991
Cflo_11453--XP_393509.2_APIME	1427
Cflo_08327--XP_623494.2_APIME	5868
Cflo_08325--XP_623414.2_APIME	9936
Cflo_08323--XP_392723.3_APIME	1649
Cflo_08321--XP_395245.2_APIME	497
Cflo_08319--NA	185
Cflo_08318--NA	106
Cflo_08320--XP_392722.1_APIME	1284
Cflo_08322--XP_395246.2_APIME	480
Cflo_08326--BGIBMGA004677-PA_BOMMO	1475
Cflo_11632--XP_395329.2_APIME	593
Cflo_11629--XP_393134.3_APIME	2139
Cflo_11628--XP_624890.1_APIME	662
Cflo_11626--NP_001011624.1_APIME	2782
Cflo_11625--XP_624936.2_APIME	1415
Cflo_11624--XP_393738.3_APIME	1770
Cflo_11627--XP_393739.3_APIME	1427
Cflo_11630--XP_397581.2_APIME	714
Cflo_11631--XP_395330.2_APIME	971
Cflo_05468--XP_001120871.1_APIME	229
Cflo_05467--XP_001120871.1_APIME	6820
Cflo_05464--NA	1586
Cflo_05459--XP_394503.3_APIME	1506
Cflo_05460--XP_392340.3_APIME	3921
Cflo_05461--XP_001603534.1_NASVI	792
Cflo_05462--XP_001120787.1_APIME	3164
Cflo_05463--XP_396254.3_APIME	655
Cflo_05466--XP_396254.3_APIME	1270
Cflo_09131--XP_394704.1_APIME	1335
Cflo_09129--XP_392477.3_APIME	1685
Cflo_09128--XP_001605830.1_NASVI	452
Cflo_09127--XP_001121734.1_APIME	1168
Cflo_09130--XP_001121571.1_APIME	385
Cflo_09132--NA	2039
Cflo_09133--NA	341
Cflo_09134--XP_394770.3_APIME	1568
Cflo_09136--NA	478
Cflo_11188--XP_394058.3_APIME	1653
Cflo_11187--XP_001122622.1_APIME	3199
Cflo_11189--XP_001120077.1_APIME	358
Cflo_11190--XP_001607600.1_NASVI	344
Cflo_11191--XP_392010.3_APIME	1842
Cflo_11192--XP_392011.1_APIME	233
Cflo_11193--XP_392011.1_APIME	1212
Cflo_11195--XP_392064.3_APIME	1278
Cflo_11196--XP_397422.1_APIME	1409
Cflo_09112--NA	2728
Cflo_09106--XP_396879.3_APIME	1255
Cflo_09105--NA	332
Cflo_09104--XP_397572.3_APIME	2541
Cflo_09103--XP_623306.1_APIME	669
Cflo_09107--XP_394341.3_APIME	3065
Cflo_09108--XP_001120755.1_APIME	743
Cflo_09110--XP_001120755.1_APIME	354
Cflo_09111--XP_394342.1_APIME	232
Cflo_12246--XP_001121272.1_APIME	1893
Cflo_12242--XP_624828.1_APIME	1274
Cflo_12241--XP_624840.1_APIME	1341
Cflo_12238--XP_624820.2_APIME	810
Cflo_12240--XP_395248.2_APIME	1635
Cflo_12243--XP_395777.3_APIME	1399
Cflo_12245--XP_394947.2_APIME	2185
Cflo_12247--XP_001121272.1_APIME	826
Cflo_13130--XP_394580.1_APIME	926
Cflo_13129--XP_395368.3_APIME	1387
Cflo_13127--XP_001120079.1_APIME	211
Cflo_13125--FBpp0072974_DROME	1635
Cflo_13123--XP_001120050.1_APIME	1111
Cflo_13124--XP_001120178.1_APIME	1555
Cflo_13126--XP_001120297.1_APIME	2716
Cflo_13131--XP_001122259.1_APIME	1302
Cflo_11853--XP_001605522.1_NASVI	1242
Cflo_11851--XP_001120635.1_APIME	875
Cflo_11847--XP_623650.2_APIME	1252
Cflo_11845--XP_001120304.1_APIME	1373
Cflo_11846--XP_623613.1_APIME	741
Cflo_11848--XP_001606076.1_NASVI	6771
Cflo_11849--NA	683
Cflo_11850--XP_392375.3_APIME	685
Cflo_13146--NA	313
Cflo_13145--XP_395748.2_APIME	1335
Cflo_13144--XP_395079.2_APIME	1064
Cflo_13139--XP_394463.2_APIME	458
Cflo_13141--XP_392309.1_APIME	4504
Cflo_13142--XP_392309.1_APIME	1543
Cflo_13143--XP_001122469.1_APIME	680
Cflo_05478--XP_001120708.1_APIME	13021
Cflo_05474--XP_396228.3_APIME	5143
Cflo_05473--XP_396228.3_APIME	8940
Cflo_05469--FBpp0080653_DROME	227
Cflo_05471--XP_393404.2_APIME	558
Cflo_05476--XP_001120751.1_APIME	803
Cflo_05479--XP_396261.2_APIME	3925
Cflo_10090--NP_005802.1_HUMAN	454
Cflo_10089--XP_001123044.1_APIME	517
Cflo_10084--XP_624113.1_APIME	1263
Cflo_10082--XP_001121376.1_APIME	3612
Cflo_10080--XP_001120307.1_APIME	217
Cflo_10081--XP_396925.3_APIME	2821
Cflo_10083--XP_391999.2_APIME	3365
Cflo_12504--XP_001121018.1_APIME	1493
Cflo_12503--XP_394746.2_APIME	1967
Cflo_12502--XP_392497.1_APIME	813
Cflo_12499--XP_001122084.1_APIME	6785
Cflo_12497--XP_624169.1_APIME	690
Cflo_12498--XP_394908.3_APIME	1027
Cflo_12500--XP_397164.3_APIME	1365
Cflo_11790--NA	683
Cflo_11787--XP_001123047.1_APIME	503
Cflo_11788--XP_001121228.1_APIME	847
Cflo_11789--XP_392429.2_APIME	1785
Cflo_11791--XP_001121053.1_APIME	1438
Cflo_11792--XP_392521.2_APIME	1490
Cflo_09622--NA	794
Cflo_09621--XP_394587.2_APIME	3128
Cflo_09620--XP_395303.2_APIME	1273
Cflo_09618--XP_001122188.1_APIME	5423
Cflo_09619--XP_623055.1_APIME	1291
Cflo_09623--XP_395348.2_APIME	2439
Cflo_12855--XP_001120085.1_APIME	257
Cflo_12853--XP_393072.2_APIME	1105
Cflo_12852--XP_396134.2_APIME	992
Cflo_12851--XP_397392.3_APIME	6207
Cflo_12850--XP_395591.2_APIME	528
Cflo_12854--XP_624446.2_APIME	2825
Cflo_02669--XP_001120271.1_APIME	3489
Cflo_02666--XP_393199.2_APIME	1231
Cflo_02657--XP_001121300.1_APIME	770
Cflo_02668--XP_392183.1_APIME	1131
Cflo_02670--XP_394260.2_APIME	1428
Cflo_12117--XP_001122017.1_APIME	3992
Cflo_12116--XP_396315.3_APIME	3484
Cflo_12118--XP_395888.3_APIME	1416
Cflo_12119--XP_397188.2_APIME	1442
Cflo_12120--XP_391873.1_APIME	2432
Cflo_13910--XP_395718.3_APIME	2264
Cflo_13909--XP_395718.3_APIME	2432
Cflo_13908--XP_625015.1_APIME	1127
Cflo_13906--XP_392938.2_APIME	1427
Cflo_13907--XP_392937.2_APIME	2062
Cflo_13516--XP_624870.1_APIME	746
Cflo_13515--XP_624870.1_APIME	1170
Cflo_13514--XP_624870.1_APIME	740
Cflo_13512--XP_395756.3_APIME	1990
Cflo_13513--XP_395755.2_APIME	778
Cflo_11967--XP_623665.2_APIME	1975
Cflo_11964--XP_396315.3_APIME	280
Cflo_11963--XP_396315.3_APIME	328
Cflo_11965--XP_625074.2_APIME	1466
Cflo_11966--XP_396316.3_APIME	540
Cflo_09011--XP_624851.1_APIME	1185
Cflo_09012--XP_397281.3_APIME	718
Cflo_09015--NA	472
Cflo_09017--NA	240
Cflo_12509--XP_393396.2_APIME	211
Cflo_12507--XP_397374.3_APIME	3261
Cflo_12506--BGIBMGA008023-PA_BOMMO	329
Cflo_12505--XP_397374.3_APIME	2177
Cflo_12508--XP_624246.1_APIME	1433
Cflo_11250--NA	521
Cflo_11247--XP_393101.3_APIME	17900
Cflo_11246--NA	251
Cflo_12960--XP_001121916.1_APIME	1194
Cflo_12959--XP_395406.3_APIME	1355
Cflo_12957--XP_001121838.1_APIME	625
Cflo_12958--XP_001121862.1_APIME	1018
Cflo_10705--XP_393972.3_APIME	3263
Cflo_10704--NA	1482
Cflo_10703--XP_392043.2_APIME	2316
Cflo_12677--NA	234
Cflo_12676--NA	418
Cflo_12674--XP_396981.2_APIME	2995
Cflo_12673--NA	2300
Cflo_12081--NA	209
Cflo_12080--XP_393882.2_APIME	1935
Cflo_12078--XP_001122113.1_APIME	259
Cflo_12077--XP_394957.3_APIME	1434
Cflo_11796--NA	547
Cflo_11794--XP_391836.2_APIME	1002
Cflo_11795--XP_001121273.1_APIME	2485
Cflo_11797--XP_001121244.1_APIME	2135
Cflo_14400--FBpp0271771_DROME	437
Cflo_12920--NA	224
Cflo_12916--XP_624295.2_APIME	3375
Cflo_12915--XP_396280.3_APIME	1375
Cflo_13405--XP_001601297.1_NASVI	960
Cflo_13404--XP_001603251.1_NASVI	2659
Cflo_13406--XP_001121829.1_APIME	827
Cflo_11874--XP_624574.1_APIME	1705
Cflo_11873--XP_391849.3_APIME	2355
Cflo_13455--NA	990
Cflo_13453--XP_001599195.1_NASVI	582
Cflo_12874--NA	199
Cflo_12872--XP_397407.2_APIME	1434
Cflo_12873--XP_001121159.1_APIME	403
Cflo_14522--XP_624966.1_APIME	546
Cflo_14523--XP_624966.1_APIME	787
Cflo_14524--XP_624966.1_APIME	1182
Cflo_14233--XP_392109.2_APIME	2265
Cflo_14232--XP_394140.3_APIME	420
Cflo_14234--XP_625003.1_APIME	841
Cflo_14196--XP_624625.1_APIME	1109
Cflo_14195--XP_396437.1_APIME	937
Cflo_13138--XP_001122186.1_APIME	821
Cflo_13137--XP_393742.3_APIME	2187
Cflo_10823--NA	314
Cflo_10821--XP_391939.2_APIME	1268
Cflo_13122--XP_392127.1_APIME	389
Cflo_13121--XP_001121332.1_APIME	1379
Cflo_14888--XP_394069.3_APIME	697
Cflo_14887--XP_001121277.1_APIME	1676
Cflo_13341--NA	242
Cflo_13340--NA	753
Cflo_08927--XP_001120829.1_APIME	1386
Cflo_08926--XP_392402.2_APIME	290
Cflo_13981--XP_397078.2_APIME	1056
Cflo_13980--XP_001123175.1_APIME	1935
Cflo_12230--XP_396867.2_APIME	2718
Cflo_12232--XP_001122403.1_APIME	3758
Cflo_13608--XP_001123182.1_APIME	608
Cflo_13607--XP_397266.3_APIME	878
Cflo_12739--XP_001121116.1_APIME	502
Cflo_12743--NA	377
Cflo_14064--NA	784
Cflo_13441--XP_001122611.1_APIME	2433
Cflo_13442--NA	1872
Cflo_14839--XP_394896.2_APIME	918
Cflo_14840--XP_394896.2_APIME	515
Cflo_14441--XP_001944724.1_ACYPI	1325
Cflo_15479--NA	397
Cflo_15140--XP_392683.1_APIME	1174
Cflo_15139--XP_397430.3_APIME	654
Cflo_12988--NA	393
Cflo_14503--XP_001607093.1_NASVI	434
Cflo_14504--NA	751
Cflo_13978--XP_392857.2_APIME	814
Cflo_15944--XP_001600847.1_NASVI	304
Cflo_13873--NA	265
Cflo_16515--XP_624851.1_APIME	269
Cflo_14025--XP_001122514.1_APIME	945
Cflo_15900--XP_624421.1_APIME	730
Cflo_14896--NA	674
Cflo_14703--XP_392768.2_APIME	1118
Cflo_14800--XP_623622.1_APIME	433
Cflo_15731--XP_393610.3_APIME	343
Cflo_15938--XP_625082.2_APIME	372
Cflo_13480--NA	2241
Cflo_15197--XP_001123002.1_APIME	518
Cflo_14698--NA	1101
Cflo_14279--NA	441
Cflo_15498--XP_001599805.1_NASVI	1645
Cflo_12944--XP_393203.2_APIME	5448
Cflo_15795--NA	335
Cflo_15041--XP_625074.2_APIME	931
Cflo_14048--XP_624795.2_APIME	805
Cflo_14371--NP_001035323.1_APIME	779
Cflo_15889--XP_001238321.1_ANOGA	642
Cflo_15271--XP_001599195.1_NASVI	759
Cflo_15973--XP_001602225.1_NASVI	452
Cflo_14734--XP_397272.2_APIME	408
Cflo_14997--XP_625082.2_APIME	785
Cflo_13384--NA	293
Cflo_15021--XP_623576.2_APIME	1263
Cflo_15583--XP_395426.3_APIME	1289
Cflo_12452--XP_623912.1_APIME	1344
Cflo_14630--XP_624780.2_APIME	1594
Cflo_15787--NA	368
Cflo_11183--NA	289
Cflo_12955--XP_624656.1_APIME	414
Cflo_15991--XP_001120435.1_APIME	270
Cflo_14752--XP_392857.2_APIME	617
Cflo_15637--XP_397113.1_APIME	1736
Cflo_14646--NA	295
Cflo_14304--XP_001600939.1_NASVI	908
Cflo_15306--XP_394584.3_APIME	1291
Cflo_15546--XP_001120919.1_APIME	646
Cflo_14543--XP_395379.3_APIME	1155
Cflo_15955--XP_392857.2_APIME	253
Cflo_14641--XP_394148.3_APIME	903
Cflo_14693--XP_392857.2_APIME	1044
Cflo_01634--XP_396046.3_APIME	1209
Cflo_01631--XP_001120745.1_APIME	2725
Cflo_01630--XP_624686.1_APIME	695
Cflo_01628--XP_395542.2_APIME	1203
Cflo_01626--XP_001121658.1_APIME	1967
Cflo_01624--XP_623199.1_APIME	2586
Cflo_01621--XP_001121566.1_APIME	912
Cflo_01619--XP_001237961.1_ANOGA	300
Cflo_01617--XP_001121453.1_APIME	489
Cflo_01614--NA	567
Cflo_01612--XP_395607.3_APIME	4468
Cflo_01610--XP_394833.1_APIME	1555
Cflo_01608--XP_001123067.1_APIME	1604
Cflo_01607--XP_001123059.1_APIME	1091
Cflo_01606--XP_001122879.1_APIME	2073
Cflo_01604--XP_397270.3_APIME	1603
Cflo_01602--XP_001122957.1_APIME	771
Cflo_01600--NA	985
Cflo_01599--XP_623697.1_APIME	1589
Cflo_01596--NA	723
Cflo_01594--XP_623654.1_APIME	947
Cflo_01592--XP_001122970.1_APIME	2692
Cflo_01590--XP_392925.2_APIME	1260
Cflo_01589--XP_395735.3_APIME	6090
Cflo_01587--XP_623749.2_APIME	3394
Cflo_01584--XP_001120556.1_APIME	928
Cflo_01583--XP_393442.3_APIME	4652
Cflo_01581--XP_395844.2_APIME	2163
Cflo_01578--XP_001122525.1_APIME	614
Cflo_01577--FBpp0112280_DROME	1763
Cflo_01576--XP_624747.2_APIME	8193
Cflo_01575--XP_001121495.1_APIME	2657
Cflo_01573--XP_395796.2_APIME	1995
Cflo_01572--XP_623702.1_APIME	1331
Cflo_01571--XP_393036.2_APIME	2403
Cflo_01566--XP_623135.1_APIME	1966
Cflo_01564--XP_396152.3_APIME	1327
Cflo_01563--XP_001121690.1_APIME	1484
Cflo_01561--XP_623910.2_APIME	8818
Cflo_01560--XP_395426.3_APIME	7211
Cflo_01558--XP_001123316.1_APIME	1063
Cflo_01556--NA	191
Cflo_01555--NA	284
Cflo_01554--XP_392480.3_APIME	2386
Cflo_01553--XP_392479.1_APIME	767
Cflo_01550--XP_624311.1_APIME	713
Cflo_01549--XP_392682.2_APIME	1360
Cflo_01545--XP_396462.2_APIME	1477
Cflo_01540--XP_392253.1_APIME	552
Cflo_01539--XP_392254.3_APIME	4510
Cflo_01538--XP_001120354.1_APIME	214
Cflo_01537--XP_001120458.1_APIME	2144
Cflo_01536--XP_397308.1_APIME	977
Cflo_01532--XP_392244.1_APIME	631
Cflo_01529--XP_624795.2_APIME	816
Cflo_01527--XP_624831.2_APIME	746
Cflo_01525--XP_001122348.1_APIME	372
Cflo_01528--XP_395976.1_APIME	913
Cflo_01531--XP_001121250.1_APIME	739
Cflo_01533--XP_001121279.1_APIME	554
Cflo_01534--XP_394365.2_APIME	660
Cflo_01542--NP_001013379.1_APIME	4097
Cflo_01544--XP_624175.2_APIME	5845
Cflo_01546--XP_395281.3_APIME	2604
Cflo_01547--XP_395153.3_APIME	2295
Cflo_01551--XP_392478.2_APIME	1018
Cflo_01552--XP_001121525.1_APIME	2573
Cflo_01557--XP_393189.1_APIME	1180
Cflo_01559--BGIBMGA012840-PA_BOMMO	723
Cflo_01562--XP_624064.2_APIME	2042
Cflo_01565--XP_395961.3_APIME	2271
Cflo_01567--XP_625251.1_APIME	515
Cflo_01568--XP_623808.1_APIME	1277
Cflo_01569--XP_394366.3_APIME	379
Cflo_01570--XP_001121828.1_APIME	2848
Cflo_01574--XP_001123335.1_APIME	795
Cflo_01580--XP_395972.3_APIME	2012
Cflo_01582--XP_001121826.1_APIME	2557
Cflo_01585--XP_623420.2_APIME	4035
Cflo_01586--XP_392865.1_APIME	678
Cflo_01588--XP_393298.3_APIME	800
Cflo_01593--XP_001602203.1_NASVI	1009
Cflo_01595--XP_001122940.1_APIME	3755
Cflo_01597--XP_001605028.1_NASVI	7178
Cflo_01601--XP_001122952.1_APIME	1754
Cflo_01603--XP_001122959.1_APIME	1221
Cflo_01605--XP_001123223.1_APIME	663
Cflo_01609--XP_001122642.1_APIME	1408
Cflo_01611--XP_623934.2_APIME	1235
Cflo_01613--XP_001607028.1_NASVI	2601
Cflo_01616--XP_392243.3_APIME	4350
Cflo_01625--XP_001122270.1_APIME	1919
Cflo_01627--XP_001121685.1_APIME	2912
Cflo_01629--XP_394363.3_APIME	6132
Cflo_01632--XP_624186.1_APIME	459
Cflo_01633--XP_001122633.1_APIME	6647
Cflo_01635--XP_001121897.1_APIME	1606
Cflo_01636--XP_001121897.1_APIME	1615
Cflo_01637--XP_001121897.1_APIME	1624
Cflo_01638--XP_001121897.1_APIME	1621
Cflo_01639--XP_392698.2_APIME	1248
Cflo_01640--XP_001121897.1_APIME	1603
Cflo_01641--XP_392698.2_APIME	1140
Cflo_01642--XP_394697.3_APIME	1603
Cflo_01643--XP_001121897.1_APIME	1600
Cflo_01645--XP_392727.2_APIME	700
Cflo_03133--XP_001947802.1_ACYPI	1033
Cflo_03128--XP_397545.2_APIME	1193
Cflo_03127--XP_392634.3_APIME	2517
Cflo_03126--XP_001120151.1_APIME	1054
Cflo_03125--XP_397439.3_APIME	671
Cflo_03121--XP_001122688.1_APIME	2536
Cflo_03120--XP_624422.2_APIME	1184
Cflo_03119--XP_624422.2_APIME	1280
Cflo_03118--XP_624422.2_APIME	1280
Cflo_03116--XP_001121790.1_APIME	1700
Cflo_03115--XP_392502.2_APIME	2370
Cflo_03112--XP_393222.3_APIME	1772
Cflo_03105--XP_396538.2_APIME	3940
Cflo_03104--XP_392654.1_APIME	574
Cflo_03102--XP_625012.1_APIME	600
Cflo_03101--XP_393099.2_APIME	2477
Cflo_03097--XP_396126.2_APIME	1113
Cflo_03094--XP_001605562.1_NASVI	2236
Cflo_03091--XP_392518.1_APIME	736
Cflo_03089--XP_001120429.1_APIME	1274
Cflo_03087--XP_393257.1_APIME	1233
Cflo_03086--XP_001121212.1_APIME	332
Cflo_03084--XP_623244.1_APIME	592
Cflo_03082--XP_393081.2_APIME	1536
Cflo_03080--XP_001605050.1_NASVI	1449
Cflo_03078--XP_001120479.1_APIME	292
Cflo_03077--XP_624057.1_APIME	1454
Cflo_03076--XP_001605105.1_NASVI	2517
Cflo_03075--XP_001121662.1_APIME	2529
Cflo_03074--NA	206
Cflo_03073--XP_392257.1_APIME	943
Cflo_03072--XP_394381.2_APIME	966
Cflo_03070--FBpp0074364_DROME	824
Cflo_03068--XP_001123063.1_APIME	818
Cflo_03065--XP_001604398.1_NASVI	1921
Cflo_03066--FBpp0086849_DROME	2852
Cflo_03067--XP_624145.1_APIME	467
Cflo_03069--XP_625059.2_APIME	1964
Cflo_03071--XP_394384.2_APIME	974
Cflo_03079--XP_624027.1_APIME	747
Cflo_03081--XP_393082.3_APIME	861
Cflo_03083--XP_624752.2_APIME	3971
Cflo_03085--XP_001121246.1_APIME	1547
Cflo_03088--XP_001120368.1_APIME	1336
Cflo_03090--XP_397475.2_APIME	411
Cflo_03092--XP_001122238.1_APIME	1979
Cflo_03095--XP_001601909.1_NASVI	780
Cflo_03096--XP_624961.1_APIME	624
Cflo_03098--NA	381
Cflo_03099--XP_624390.1_APIME	3228
Cflo_03100--NA	333
Cflo_03103--XP_001121634.1_APIME	1800
Cflo_03107--XP_392335.3_APIME	1356
Cflo_03109--XP_392335.3_APIME	5632
Cflo_03110--XP_001120250.1_APIME	979
Cflo_03111--XP_393223.1_APIME	956
Cflo_03113--XP_396143.3_APIME	852
Cflo_03114--XP_392936.3_APIME	2845
Cflo_03117--XP_625277.1_APIME	570
Cflo_03123--NA	607
Cflo_03124--XP_624121.1_APIME	2254
Cflo_03129--NA	103
Cflo_03131--XP_001120367.1_APIME	608
Cflo_03132--XP_397040.3_APIME	713
Cflo_03135--XP_001123099.1_APIME	443
Cflo_00450--XP_392441.1_APIME	531
Cflo_00449--XP_394671.2_APIME	624
Cflo_00447--XP_001120358.1_APIME	523
Cflo_00444--XP_396271.3_APIME	477
Cflo_00441--XP_396271.3_APIME	1242
Cflo_00440--XP_396271.3_APIME	1946
Cflo_00436--XP_393772.2_APIME	1282
Cflo_00434--XP_623444.1_APIME	847
Cflo_00433--XP_392408.2_APIME	4172
Cflo_00432--XP_624139.1_APIME	1833
Cflo_00422--NP_001011632.1_APIME	1803
Cflo_00420--XP_001950702.1_ACYPI	341
Cflo_00419--NA	373
Cflo_00416--XP_392154.2_APIME	1314
Cflo_00414--XP_623266.1_APIME	1097
Cflo_00413--XP_623075.1_APIME	1097
Cflo_00412--NA	381
Cflo_00408--XP_392412.1_APIME	1327
Cflo_00406--XP_392413.2_APIME	504
Cflo_00403--XP_001603237.1_NASVI	3176
Cflo_00401--XP_394638.2_APIME	1496
Cflo_00398--NA	242
Cflo_00394--NA	482
Cflo_00393--NA	227
Cflo_00391--NA	725
Cflo_00389--XP_392698.2_APIME	1635
Cflo_00385--XP_394629.3_APIME	845
Cflo_00381--NA	281
Cflo_00382--NA	504
Cflo_00392--XP_396471.3_APIME	1178
Cflo_00399--XP_001603143.1_NASVI	844
Cflo_00400--XP_392414.3_APIME	1566
Cflo_00402--XP_394637.2_APIME	1818
Cflo_00404--NA	236
Cflo_00405--XP_394637.2_APIME	834
Cflo_00407--XP_001121094.1_APIME	1469
Cflo_00409--FBpp0288864_DROME	534
Cflo_00410--FBpp0288865_DROME	340
Cflo_00411--XP_392411.3_APIME	7308
Cflo_00415--XP_001120591.1_APIME	2293
Cflo_00417--XP_001120717.1_APIME	1798
Cflo_00418--XP_001602700.1_NASVI	445
Cflo_00423--NP_001011650.1_APIME	253
Cflo_00424--NP_001011650.1_APIME	1654
Cflo_00430--NA	335
Cflo_00431--XP_394632.2_APIME	2286
Cflo_00435--XP_001120458.1_APIME	2114
Cflo_00439--XP_393774.3_APIME	462
Cflo_00445--XP_397281.3_APIME	718
Cflo_00448--XP_392442.3_APIME	1785
Cflo_05009--XP_001607512.1_NASVI	300
Cflo_05007--XP_395960.2_APIME	698
Cflo_05004--XP_624174.2_APIME	764
Cflo_05003--XP_001119949.1_APIME	2030
Cflo_05002--XP_001120448.1_APIME	1398
Cflo_05000--XP_001121539.1_APIME	1470
Cflo_04999--NA	387
Cflo_04998--XP_001121559.1_APIME	604
Cflo_04996--XP_623805.2_APIME	983
Cflo_04994--XP_623747.1_APIME	482
Cflo_04992--XP_001604698.1_NASVI	616
Cflo_04990--XP_001121345.1_APIME	3964
Cflo_04988--XP_392266.3_APIME	1214
Cflo_04986--XP_001121255.1_APIME	294
Cflo_04984--XP_394396.1_APIME	1506
Cflo_04982--NA	208
Cflo_04981--NA	275
Cflo_04980--NA	185
Cflo_04979--XP_394394.3_APIME	1403
Cflo_04978--BGIBMGA007532-PA_BOMMO	502
Cflo_04977--XP_623523.1_APIME	1752
Cflo_04975--XP_394387.3_APIME	1167
Cflo_04974--XP_394387.3_APIME	1393
Cflo_04967--XP_001121416.1_APIME	6581
Cflo_04963--XP_396320.1_APIME	843
Cflo_04961--XP_395399.3_APIME	2777
Cflo_04960--XP_394850.3_APIME	1012
Cflo_04957--XP_624451.2_APIME	2228
Cflo_04956--XP_394433.3_APIME	1177
Cflo_04954--XP_396131.3_APIME	1282
Cflo_04955--XP_001121632.1_APIME	991
Cflo_04958--XP_392285.1_APIME	510
Cflo_04959--XP_392284.2_APIME	1507
Cflo_04962--XP_396320.1_APIME	861
Cflo_04965--XP_624107.2_APIME	1416
Cflo_04966--XP_624107.2_APIME	979
Cflo_04968--NA	160
Cflo_04969--XP_394386.3_APIME	3304
Cflo_04972--XP_392260.3_APIME	384
Cflo_04973--XP_001121283.1_APIME	4747
Cflo_04976--XP_001121045.1_APIME	983
Cflo_04983--XP_394395.3_APIME	1373
Cflo_04985--XP_001122261.1_APIME	681
Cflo_04987--XP_394398.1_APIME	1742
Cflo_04993--XP_001121079.1_APIME	1378
